id,section,word,correctAnswer,wrong1,wrong2,wrong3,points,explanation
31,3,produce,生産する,要求する,守る,accomplishの意味,1,Section 3 vocabulary
32,3,harvest,収穫する,細胞,臓器,harassmentの意味,1,Section 3 vocabulary
33,3,liver,肝臓,interiorの意味,一晩中,emissionの意味,1,Section 3 vocabulary
34,3,never,決して〜ない,contraryの意味,同意,afterwardsの意味,1,Section 3 vocabulary
35,3,none,何もない,transitionの意味,trialの意味,recallの意味,1,Section 3 vocabulary
36,3,nor,〜もまたない,primitiveの意味,組織する,材料,1,Section 3 vocabulary
37,3,elsewhere,他の場所で,recruitの意味,選ぶ,手段,1,Section 3 vocabulary
38,3,suffer,苦しむ,cheatの意味,mudの意味,ceilingの意味,1,Section 3 vocabulary
39,3,struggle,苦闘する,innの意味,adjustmentの意味,valuableの意味,1,Section 3 vocabulary
40,3,victim,犠牲者,終わり,細胞,refreshの意味,1,Section 3 vocabulary
41,3,toll,犠牲・通行料,utterlyの意味,commuteの意味,バレエ,1,Section 3 vocabulary
42,3,sacrifice,犠牲,衣服,無視する,dataの意味,1,Section 3 vocabulary
43,4,western,西洋の,nonethelessの意味,intellectualの意味,信仰/信頼,1,Section 4 vocabulary
44,4,clothes,衣服,colonyの意味,怒らせる,〜する間に,1,Section 4 vocabulary
45,4,convenient,便利な,哺乳類,replyの意味,芸術家,1,Section 4 vocabulary
46,4,helpful,役に立つ,referの意味,swingの意味,上げる・育てる,1,Section 4 vocabulary
47,4,majority,大多数,頼る,認める,accommodationの意味,1,Section 4 vocabulary
48,4,though,〜だけれども,避ける,案内する/案内人,implicitの意味,1,Section 4 vocabulary
49,4,discrimination,差別,幻想,adoreの意味,においがする,1,Section 4 vocabulary
50,4,past,過去の,laborの意味,精神的な,退ける,1,Section 4 vocabulary
51,4,previous,前の,証明する,essentiallyの意味,適応する,1,Section 4 vocabulary
52,4,quite,かなり,専門知識,imagineの意味,donateの意味,1,Section 4 vocabulary
53,4,expensive,高価な,快適さ/慰める,前向きな,患者/忍耐強い,1,Section 4 vocabulary
54,4,afford,余裕がある,信じる,高さ,scandalの意味,1,Section 4 vocabulary
55,4,wealthy,裕福な,逮捕する,blockの意味,一晩中,1,Section 4 vocabulary
56,4,servant,召使い,電極,sailの意味,追加,1,Section 4 vocabulary
57,5,drug,薬・麻薬,talentの意味,empathyの意味,真実,1,Section 5 vocabulary
58,5,means,手段,前方へ/促進する,insuranceの意味,massageの意味,1,Section 5 vocabulary
59,5,body,体,totalの意味,祖先,circleの意味,1,Section 5 vocabulary
60,5,definition,定義,生命の/重要な,犠牲者,worthの意味,1,Section 5 vocabulary
61,5,clearly,明らかに,現在の,pajamasの意味,affordableの意味,1,Section 5 vocabulary
62,5,separate,分ける,modifyの意味,rebelの意味,出席する,1,Section 5 vocabulary
63,5,poison,毒,directlyの意味,眉,edgeの意味,1,Section 5 vocabulary
64,5,carefully,注意深く,commissionの意味,mendの意味,compelの意味,1,Section 5 vocabulary
65,5,control,管理する,〜もまたない,相互作用,組織する,1,Section 5 vocabulary
66,5,alcohol,アルコール,journeyの意味,視力/光景,割合,1,Section 5 vocabulary
67,5,instance,例,相互作用,免疫のある,王国,1,Section 5 vocabulary
68,5,ending,終わり,neglectの意味,playの意味,nonsenseの意味,1,Section 5 vocabulary
69,6,effective,効果的な,能力,regionの意味,indeedの意味,1,Section 6 vocabulary
70,6,efficient,効率的な,displaceの意味,根,人口,1,Section 6 vocabulary
71,6,mask,隠す・仮面,transitionの意味,standardizeの意味,証拠,1,Section 6 vocabulary
72,6,claim,主張する,particleの意味,中心的な,開催する・持つ,1,Section 6 vocabulary
73,6,demand,要求する,革,隠れる/隠す,放射線,1,Section 6 vocabulary
74,6,supply,供給する,sadnessの意味,gatheringの意味,exhaustedの意味,1,Section 6 vocabulary
75,6,false,誤った,acquaintanceの意味,imaginaryの意味,興奮させる,1,Section 6 vocabulary
76,6,fault,欠点・責任,overworkの意味,countrysideの意味,信仰/信頼,1,Section 6 vocabulary
77,6,surround,囲む,男性,採用する,coincidenceの意味,1,Section 6 vocabulary
78,6,tighten,きつく締める,燃料,relationの意味,含む,1,Section 6 vocabulary
79,6,cheek,頬,職業,profoundの意味,chiefの意味,1,Section 6 vocabulary
80,6,pull,引く,talentの意味,性別,symbolicの意味,1,Section 6 vocabulary
81,6,upward,上向きに,去る・残す,obesityの意味,settleの意味,1,Section 6 vocabulary
82,6,eyebrow,眉,予約する,designationの意味,状態,1,Section 6 vocabulary
83,6,slightly,わずかに,親密な,rigidの意味,議論する/討論,1,Section 6 vocabulary
84,6,prove,証明する,行動,soreの意味,反対する,1,Section 6 vocabulary
85,7,gene,遺伝子,subjectの意味,召使い,大気,1,Section 7 vocabulary
86,7,basic,基本的な,脅威,hookの意味,割合,1,Section 7 vocabulary
87,7,cell,細胞,薬・麻薬,sequenceの意味,impressionの意味,1,Section 7 vocabulary
88,7,pass,通過する,裁判官,linguisticの意味,voterの意味,1,Section 7 vocabulary
89,7,behavior,行動,renewの意味,relationの意味,rigidの意味,1,Section 7 vocabulary
90,7,experiment,実験,incidentの意味,分類する,住む,1,Section 7 vocabulary
91,7,end,終わり,settleの意味,完成させる,comedyの意味,1,Section 7 vocabulary
92,7,basis,基礎,体,促す,medievalの意味,1,Section 7 vocabulary
93,7,premise,前提,芸術家,deliberatelyの意味,創造的な,1,Section 7 vocabulary
94,7,action,行動,感情,recruitの意味,共通の,1,Section 7 vocabulary
95,7,like,好む・〜のような,accidentallyの意味,playの意味,accumulateの意味,1,Section 7 vocabulary
96,7,dislike,嫌う,shelterの意味,indispensableの意味,大気,1,Section 7 vocabulary
97,7,researcher,研究者,expeditionの意味,文化,機会,1,Section 7 vocabulary
98,7,research,研究,いくぶん,身体の,罰,1,Section 7 vocabulary
99,7,survey,調査,輸出する,普通の,その間,1,Section 7 vocabulary
100,7,variation,変化・差異,専門知識,wanderの意味,exhaustedの意味,1,Section 7 vocabulary
101,7,vary,異なる,燃料,pursueの意味,現代の,1,Section 7 vocabulary
102,7,differ,異なる,transferの意味,示す,説得する,1,Section 7 vocabulary
103,7,particular,特定の,dampの意味,superviseの意味,recallの意味,1,Section 7 vocabulary
104,7,partly,部分的に,accomplishmentの意味,物語,政治の,1,Section 7 vocabulary
105,7,partial,部分的な,modifyの意味,portrayの意味,shiftの意味,1,Section 7 vocabulary
106,7,suggest,提案する・示唆する,症状,riskの意味,戻る,1,Section 7 vocabulary
107,7,explain,説明する,納得させる,desperateの意味,employmentの意味,1,Section 7 vocabulary
108,7,narrative,物語,insertの意味,initialの意味,standの意味,1,Section 7 vocabulary
109,7,influence,影響,lordの意味,afraidの意味,foundationの意味,1,Section 7 vocabulary
110,8,gender,性別,missionaryの意味,shortlyの意味,exerciseの意味,1,Section 8 vocabulary
111,8,sex,性,standの意味,aspectの意味,原因,1,Section 8 vocabulary
112,8,bias,偏見,amusementの意味,苦しむ,野菜,1,Section 8 vocabulary
113,8,prejudice,偏見,回転/革命,所属している,主要な,1,Section 8 vocabulary
114,8,stereotype,固定観念,refreshの意味,予約する,overworkの意味,1,Section 8 vocabulary
115,8,deeply,深く,archaeologistの意味,情熱,不安な,1,Section 8 vocabulary
116,8,shallow,浅い,navigateの意味,emphasizeの意味,誤った,1,Section 8 vocabulary
117,8,root,根,認める,移動する,罰する,1,Section 8 vocabulary
118,8,stem,茎・由来する,資金,出席する,反応する,1,Section 8 vocabulary
119,8,professional,専門的な,心配・関係する,endlessの意味,輸出する,1,Section 8 vocabulary
120,8,occupation,職業,triumphの意味,economicalの意味,臓器,1,Section 8 vocabulary
121,8,occupy,占める,gapeの意味,感染させる,cruelの意味,1,Section 8 vocabulary
122,8,similar,似ている,個人の/個人,eraの意味,熱望して,1,Section 8 vocabulary
123,8,alike,似ている,役割,modificationの意味,isolatedの意味,1,Section 8 vocabulary
124,8,resemble,似ている,大気,情熱,維持する/主張する,1,Section 8 vocabulary
125,8,decade,10年間,trivialの意味,establishの意味,confrontの意味,1,Section 8 vocabulary
126,8,perception,認識,覚えている,educationalの意味,男性,1,Section 8 vocabulary
127,8,recognize,認識する,particleの意味,怒らせる,illustrationの意味,1,Section 8 vocabulary
128,8,ballet,バレエ,coreの意味,surprisinglyの意味,地球規模の,1,Section 8 vocabulary
129,8,invite,招待する,臓器,減らす,不思議に思う,1,Section 8 vocabulary
130,8,occasion,機会,疑わしい,reviveの意味,currencyの意味,1,Section 8 vocabulary
131,8,challenge,課題・挑戦,levelの意味,surprisinglyの意味,最新の/最も遅く,1,Section 8 vocabulary
132,8,dare,あえて〜する,hemisphereの意味,思い出させる,叫ぶ,1,Section 8 vocabulary
133,8,hold,開催する・持つ,不安な,coreの意味,graveの意味,1,Section 8 vocabulary
134,9,reserve,予約する,overtimeの意味,receptionの意味,終わり,1,Section 9 vocabulary
135,9,cancel,取り消す,かなり,clayの意味,即時の,1,Section 9 vocabulary
136,9,excite,興奮させる,statisticsの意味,guidelineの意味,取り消す,1,Section 9 vocabulary
137,9,astonish,驚かせる,literaryの意味,convertの意味,circleの意味,1,Section 9 vocabulary
138,9,rather,むしろ・かなり,refineの意味,practicallyの意味,疑わしい,1,Section 9 vocabulary
139,9,somewhat,いくぶん,theoryの意味,firmの意味,整える,1,Section 9 vocabulary
140,9,slim,細い,processの意味,薄い・細い,割合,1,Section 9 vocabulary
141,9,lean,傾く,adorableの意味,汗/汗をかく,authenticの意味,1,Section 9 vocabulary
142,9,thin,薄い・細い,所属している,取り除く,transferの意味,1,Section 9 vocabulary
143,9,courageous,勇敢な,aspectの意味,memoryの意味,sensibleの意味,1,Section 9 vocabulary
144,9,bold,大胆な,admireの意味,免疫のある,cruelの意味,1,Section 9 vocabulary
145,10,include,含む,衣服,unlockの意味,economicsの意味,1,Section 10 vocabulary
146,10,exclusive,排他的な,economicsの意味,contrastの意味,親戚,1,Section 10 vocabulary
147,10,rid,取り除く,明らかな,減らす,declineの意味,1,Section 10 vocabulary
148,10,according,〜によれば,deliverの意味,peerの意味,裕福な,1,Section 10 vocabulary
149,10,medical,医学の,保証する,opposeの意味,verticalの意味,1,Section 10 vocabulary
150,10,expert,専門家,receptionの意味,前方へ/促進する,回転/革命,1,Section 10 vocabulary
151,10,expertise,専門知識,delicateの意味,力,missの意味,1,Section 10 vocabulary
152,10,normal,普通の,薄い・細い,完成させる,resortの意味,1,Section 10 vocabulary
153,10,ordinary,普通の,大学生,達成する,出口,1,Section 10 vocabulary
154,10,adult,大人,innの意味,発展,adventureの意味,1,Section 10 vocabulary
155,10,adolescent,青年期の,心配・関係する,mostlyの意味,transitionの意味,1,Section 10 vocabulary
156,10,ratio,比率,reviveの意味,contrastの意味,頼る,1,Section 10 vocabulary
157,10,proportion,割合,surprisinglyの意味,overworkの意味,快適さ/慰める,1,Section 10 vocabulary
158,10,clear,明らかな,figureの意味,boardの意味,適した,1,Section 10 vocabulary
159,10,vague,あいまいな,予備の/空いている,routinelyの意味,beautyの意味,1,Section 10 vocabulary
160,10,believe,信じる,navigateの意味,選ぶ,memoryの意味,1,Section 10 vocabulary
161,10,religion,宗教,spinの意味,panelの意味,inhabitの意味,1,Section 10 vocabulary
162,10,credit,信用・功績,電極,lordの意味,組織する,1,Section 10 vocabulary
163,10,immune,免疫のある,humbleの意味,近づく,cloneの意味,1,Section 10 vocabulary
164,10,common,共通の,嫌う,leadershipの意味,性,1,Section 10 vocabulary
165,10,virus,ウイルス,regionの意味,emissionの意味,根,1,Section 10 vocabulary
166,10,bacteria,細菌,後を追う,減らす,減少する,1,Section 10 vocabulary
167,10,minute,微小な・分,空想,発見する,芸術家,1,Section 10 vocabulary
168,10,once,一度,acquaintanceの意味,fragileの意味,diabetesの意味,1,Section 10 vocabulary
169,10,infect,感染させる,問題,designationの意味,slipの意味,1,Section 10 vocabulary
170,10,rest,休む・残り,幻想,navigateの意味,歴史,1,Section 10 vocabulary
171,10,entirely,完全に,問題,frequentの意味,lengthの意味,1,Section 10 vocabulary
172,11,populate,住む,性,tokenの意味,worthの意味,1,Section 11 vocabulary
173,11,population,人口,regimeの意味,impulseの意味,味,1,Section 11 vocabulary
174,11,organ,臓器,状態,roarの意味,ますます,1,Section 11 vocabulary
175,11,organize,組織する,initialの意味,infiniteの意味,肝臓,1,Section 11 vocabulary
176,11,arrange,整える,方法,高価な,薄い・細い,1,Section 11 vocabulary
177,11,vegetable,野菜,embarkの意味,accompanyの意味,prosperityの意味,1,Section 11 vocabulary
178,11,increase,増加する,imaginativeの意味,ownerの意味,adventureの意味,1,Section 11 vocabulary
179,11,probably,おそらく,linguisticの意味,ポンプ,認識する,1,Section 11 vocabulary
180,11,alone,一人で,districtの意味,不安な,invasionの意味,1,Section 11 vocabulary
181,11,neighborhood,近所,roarの意味,環境,肝臓,1,Section 11 vocabulary
182,11,pocket,ポケット,観察する/守る,重要な,打つ,1,Section 11 vocabulary
183,11,preserve,保存する,肝臓,scratchの意味,追加,1,Section 11 vocabulary
184,11,agriculture,農業,investigateの意味,corporateの意味,commandの意味,1,Section 11 vocabulary
185,11,currently,現在,commandの意味,scratchの意味,好きで,1,Section 11 vocabulary
186,11,average,平均の,信用・功績,availableの意味,undoubtedlyの意味,1,Section 11 vocabulary
187,11,environmental,環境の,injuryの意味,効率的な,あえて〜する,1,Section 11 vocabulary
188,11,conservation,保護,怒らせる,assumeの意味,dramaticの意味,1,Section 11 vocabulary
189,11,cost,費用,underlineの意味,summarizeの意味,chiefの意味,1,Section 11 vocabulary
190,11,budget,予算,revealの意味,forkの意味,contraryの意味,1,Section 11 vocabulary
191,12,addition,追加,noisyの意味,主要な,distinctionの意味,1,Section 12 vocabulary
192,12,average,平均の,contraryの意味,resortの意味,subscribeの意味,1,Section 12 vocabulary
193,12,environmental,環境の,pauseの意味,featureの意味,deliberatelyの意味,1,Section 12 vocabulary
194,12,conservation,保護,費用,性,可能な,1,Section 12 vocabulary
195,12,cost,費用,damageの意味,自信がある,不思議に思う,1,Section 12 vocabulary
196,12,budget,予算,centerの意味,役割,建設する,1,Section 12 vocabulary
197,12,consider,考える,鋭い,worthの意味,dramaticの意味,1,Section 12 vocabulary
198,12,likely,ありそうな,費やす,restoreの意味,dangerousの意味,1,Section 12 vocabulary
199,12,comparison,比較,outweighの意味,革,innovationの意味,1,Section 12 vocabulary
200,12,compare,比較する,talentの意味,定義する,ユーモア,1,Section 12 vocabulary
201,12,complete,完成させる,行動,mudの意味,例,1,Section 12 vocabulary
202,12,comparable,比較できる,infinitelyの意味,普通の,directlyの意味,1,Section 12 vocabulary
203,12,quality,質,affordableの意味,fierceの意味,objectの意味,1,Section 12 vocabulary
204,12,immediate,即時の,反対する,packの意味,trivialの意味,1,Section 12 vocabulary
205,12,constantly,絶えず,insertの意味,arrayの意味,portrayの意味,1,Section 12 vocabulary
206,13,principle,原理,取り消す,役割,cloneの意味,1,Section 13 vocabulary
207,13,consent,同意,attributeの意味,決して〜ない,boardの意味,1,Section 13 vocabulary
208,13,urge,促す,議論する/討論,desirableの意味,emergeの意味,1,Section 13 vocabulary
209,13,physical,身体の,instantlyの意味,通訳する/解釈する,navigateの意味,1,Section 13 vocabulary
210,13,pump,ポンプ,educationalの意味,珍しい,districtの意味,1,Section 13 vocabulary
211,13,postpone,延期する,dimensionの意味,imaginativeの意味,soldierの意味,1,Section 13 vocabulary
212,13,wonder,不思議に思う,clickの意味,amusementの意味,unexpectedの意味,1,Section 13 vocabulary
213,13,beg,頼む,commandの意味,tokenの意味,shelterの意味,1,Section 13 vocabulary
214,13,technique,技術,geniusの意味,燃える,手段,1,Section 13 vocabulary
215,13,admit,認める,schemeの意味,coincidenceの意味,収穫する,1,Section 13 vocabulary
216,13,disaster,災害,宮殿,時々,電極,1,Section 13 vocabulary
217,13,obstacle,障害,pajamasの意味,packの意味,感情,1,Section 13 vocabulary
218,13,interaction,相互作用,明白な/質素な,興奮させる,pajamasの意味,1,Section 13 vocabulary
219,13,transaction,取引,guidelineの意味,信頼できる,calculationの意味,1,Section 13 vocabulary
220,13,bite,かむ,住む,薬・麻薬,購入する,1,Section 13 vocabulary
221,13,angry,怒った,gatheringの意味,免許,accomplishの意味,1,Section 13 vocabulary
222,13,irritate,いらだたせる,扱う・治療する,adventureの意味,主張する,1,Section 13 vocabulary
223,13,disorder,障害,equivalentの意味,impulseの意味,職業,1,Section 13 vocabulary
224,13,dismiss,退ける,phraseの意味,regionの意味,toolの意味,1,Section 13 vocabulary
225,14,necessary,必要な,internetの意味,contraryの意味,哲学,1,Section 14 vocabulary
226,14,doubtful,疑わしい,調査する,confineの意味,supernaturalの意味,1,Section 14 vocabulary
227,14,inevitable,避けられない,気温,statisticsの意味,信用・功績,1,Section 14 vocabulary
228,14,concern,心配・関係する,rumorの意味,おそらく,compoundの意味,1,Section 14 vocabulary
229,14,anxious,不安な,standの意味,親密な,いくぶん,1,Section 14 vocabulary
230,14,increasingly,ますます,transformの意味,deliberatelyの意味,evidenceの意味,1,Section 14 vocabulary
231,14,spend,費やす,roastの意味,attributeの意味,primarilyの意味,1,Section 14 vocabulary
232,14,electrode,電極,輸入する,presentの意味,取引,1,Section 14 vocabulary
233,14,outlook,見通し,哲学,acidの意味,電極,1,Section 14 vocabulary
234,14,suitable,適した,期間,裕福な,collectiveの意味,1,Section 14 vocabulary
235,14,contact,接触,permanentlyの意味,調査する,soreの意味,1,Section 14 vocabulary
236,14,power,力,普通の,アルコール,ゆるい,1,Section 14 vocabulary
237,14,appropriate,適切な,収穫する,責任がある,材料,1,Section 14 vocabulary
238,15,uncertain,不確かな,accumulateの意味,balanceの意味,contributeの意味,1,Section 15 vocabulary
239,15,guarantee,保証する,歴史,embarkの意味,wanderの意味,1,Section 15 vocabulary
240,15,confirm,確認する,バイリンガル,においがする,offspringの意味,1,Section 15 vocabulary
241,15,convince,納得させる,dawnの意味,overtimeの意味,宮殿,1,Section 15 vocabulary
242,15,persuade,説得する,適応する,archaeologistの意味,emergeの意味,1,Section 15 vocabulary
243,15,species,種,backwardの意味,diagnoseの意味,方言,1,Section 15 vocabulary
244,15,classify,分類する,emergeの意味,通過する,親切/好意,1,Section 15 vocabulary
245,15,period,期間,enormousの意味,状態,fierceの意味,1,Section 15 vocabulary
246,15,occurrence,発生,消化する,社会,squeezeの意味,1,Section 15 vocabulary
247,15,strike,打つ,gapeの意味,tokenの意味,accelerateの意味,1,Section 15 vocabulary
248,15,kingdom,王国,pajamasの意味,adequateの意味,呼吸する,1,Section 15 vocabulary
249,15,general,一般的な,静かな,accomplishの意味,占める,1,Section 15 vocabulary
250,15,main,主要な,reviveの意味,graveの意味,symbolicの意味,1,Section 15 vocabulary
251,15,largely,主に,親切/好意,tipの意味,phraseの意味,1,Section 15 vocabulary
252,15,mystery,謎,大胆な,communicationの意味,文化,1,Section 15 vocabulary
253,16,challenge,課題・挑戦,livelihoodの意味,例,distressの意味,1,Section 16 vocabulary
254,16,relation,relationの意味,directlyの意味,種,かなり,1,Section 16 vocabulary
255,16,range,rangeの意味,resolveの意味,calculationの意味,体,1,Section 16 vocabulary
256,16,global,地球規模の,countrysideの意味,stabilityの意味,industryの意味,1,Section 16 vocabulary
257,16,foundation,foundationの意味,明らかな,renewの意味,carveの意味,1,Section 16 vocabulary
258,16,structure,建造物/構造,機会,voyageの意味,misunderstandingの意味,1,Section 16 vocabulary
259,16,individual,個人の/個人,affordableの意味,luggageの意味,ため息をつく,1,Section 16 vocabulary
260,16,commercial,商業の/CM,疑わしい,swingの意味,一度,1,Section 16 vocabulary
261,16,notion,notionの意味,criterionの意味,採用する,期待する,1,Section 16 vocabulary
262,17,acid,acidの意味,原理,displaceの意味,whisperの意味,1,Section 17 vocabulary
263,17,philosophy,哲学,temporaryの意味,invasionの意味,大人,1,Section 17 vocabulary
264,17,affect,影響を与える,slideの意味,boardの意味,predictionの意味,1,Section 17 vocabulary
265,17,general,一般的な,vividの意味,哲学,gapeの意味,1,Section 17 vocabulary
266,17,height,高さ,記録する,形成する,裁判官,1,Section 17 vocabulary
267,17,distribute,distributeの意味,調整する,shortlyの意味,economicsの意味,1,Section 17 vocabulary
268,17,interfere,interfereの意味,stainの意味,wireの意味,tragicの意味,1,Section 17 vocabulary
269,17,internet,internetの意味,heapの意味,pileの意味,dilemmaの意味,1,Section 17 vocabulary
270,17,sharp,鋭い,逮捕する,curveの意味,regionの意味,1,Section 17 vocabulary
271,17,extremely,extremelyの意味,illustrationの意味,composeの意味,criterionの意味,1,Section 17 vocabulary
272,17,plain,明白な/質素な,rumorの意味,admireの意味,equivalentの意味,1,Section 17 vocabulary
273,17,sore,soreの意味,missionaryの意味,取り除く,encloseの意味,1,Section 17 vocabulary
274,17,distress,distressの意味,追加,許可する,ポケット,1,Section 17 vocabulary
275,17,permanently,permanentlyの意味,ecosystemの意味,逃れる,いくぶん,1,Section 17 vocabulary
276,17,slip,slipの意味,agentの意味,主張する,indispensableの意味,1,Section 17 vocabulary
277,17,swear,swearの意味,予約する,発展,feedbackの意味,1,Section 17 vocabulary
278,18,remedy,remedyの意味,milestoneの意味,専門知識,要求する,1,Section 18 vocabulary
279,18,digest,消化する,pauseの意味,circulationの意味,王国,1,Section 18 vocabulary
280,18,reduce,減らす,疑わしい,castの意味,〜もまたない,1,Section 18 vocabulary
281,18,decline,declineの意味,accomplishmentの意味,野菜,叫ぶ,1,Section 18 vocabulary
282,18,symptom,症状,可能な,静かな,injuryの意味,1,Section 18 vocabulary
283,18,comfort,快適さ/慰める,精神的な,featureの意味,voyageの意味,1,Section 18 vocabulary
284,18,labor,laborの意味,sensibleの意味,厳しい,innの意味,1,Section 18 vocabulary
285,18,fork,forkの意味,adventureの意味,植物,accomplishの意味,1,Section 18 vocabulary
286,18,fiction,fictionの意味,減少する,直接の,fragileの意味,1,Section 18 vocabulary
287,18,possibly,possiblyの意味,acquaintanceの意味,不思議に思う,contemporaryの意味,1,Section 18 vocabulary
288,18,somehow,somehowの意味,期間,障害,外で/外の,1,Section 18 vocabulary
289,18,trash,ごみ,自信がある,pathの意味,authorの意味,1,Section 18 vocabulary
290,18,odd,奇妙な/奇数の,steamの意味,distinctionの意味,dominateの意味,1,Section 18 vocabulary
291,18,definitely,definitelyの意味,扱う・治療する,limitationの意味,ポンプ,1,Section 18 vocabulary
292,18,squeeze,squeezeの意味,verticalの意味,desperateの意味,humbleの意味,1,Section 18 vocabulary
293,18,pack,packの意味,possiblyの意味,ポンプ,discriminateの意味,1,Section 18 vocabulary
294,19,declare,declareの意味,reviveの意味,closeの意味,resumeの意味,1,Section 19 vocabulary
295,19,announce,発表する,graceの意味,memoryの意味,表,1,Section 19 vocabulary
296,19,talent,talentの意味,castの意味,職業,injuryの意味,1,Section 19 vocabulary
297,19,backward,backwardの意味,思い出させる,aspirationの意味,economicalの意味,1,Section 19 vocabulary
298,19,ceiling,ceilingの意味,invasionの意味,政治の,tackleの意味,1,Section 19 vocabulary
299,19,perform,実行する,shelterの意味,管理する,feedbackの意味,1,Section 19 vocabulary
300,19,initial,initialの意味,発生,exerciseの意味,移住,1,Section 19 vocabulary
301,19,plain,明白な/質素な,近所,automobileの意味,分類する,1,Section 19 vocabulary
302,19,variation,変化・差異,外で/外の,維持する,adjustmentの意味,1,Section 19 vocabulary
303,19,active,activeの意味,ゆるい,merelyの意味,cloneの意味,1,Section 19 vocabulary
304,20,creative,創造的な,steamの意味,lordの意味,幻想,1,Section 20 vocabulary
305,20,hook,hookの意味,wireの意味,notionの意味,indeedの意味,1,Section 20 vocabulary
306,20,define,定義する,記録する,信仰/信頼,変化・差異,1,Section 20 vocabulary
307,20,chief,chiefの意味,reinforceの意味,保証する,材料,1,Section 20 vocabulary
308,20,dangerous,dangerousの意味,許可する,figureの意味,薬・麻薬,1,Section 20 vocabulary
309,20,emerge,emergeの意味,〜する間に,currencyの意味,裕福な,1,Section 20 vocabulary
310,20,fierce,fierceの意味,comprehensionの意味,必要な,民族の,1,Section 20 vocabulary
311,20,articulate,articulateの意味,admireの意味,完成させる,定義,1,Section 20 vocabulary
312,20,vocal,vocalの意味,knightの意味,adjacentの意味,geniusの意味,1,Section 20 vocabulary
313,20,comprehension,comprehensionの意味,すばらしい,harassmentの意味,agencyの意味,1,Section 20 vocabulary
314,20,conflict,conflictの意味,wanderの意味,相互作用,overworkの意味,1,Section 20 vocabulary
315,20,evidence,evidenceの意味,adequateの意味,donateの意味,abandonの意味,1,Section 20 vocabulary
316,21,assign,assignの意味,症状,assertの意味,輸送する,1,Section 21 vocabulary
317,21,data,dataの意味,coreの意味,謙虚な,prominentの意味,1,Section 21 vocabulary
318,21,output,outputの意味,一晩中,assignの意味,（外国からの）移住/入国,1,Section 21 vocabulary
319,21,command,commandの意味,確認する,固定観念,不思議に思う,1,Section 21 vocabulary
320,21,exclusive,排他的な,livelihoodの意味,ceilingの意味,差別,1,Section 21 vocabulary
321,21,sensitive,sensitiveの意味,transferの意味,clayの意味,enhanceの意味,1,Section 21 vocabulary
322,22,follow,後を追う,比率,事実,輸出する,1,Section 22 vocabulary
323,22,obey,従う,contributeの意味,acidの意味,minimizeの意味,1,Section 22 vocabulary
